can,E,ES_root_dipole,ES_root_electronic_spatial_extent,ES_root_molar_volume,E_scf,E_thermal_correction,E_zpe,G,G_thermal_correction,H,H_thermal_correction,charge,converged,dipole,electronegativity,electronic_spatial_extent,hardness,homo_energy,lumo_energy,molar_mass,molar_volume,multiplicity,number_of_atoms,zero_point_correction
CC(C)(C)c1c([N+](=O)[O-])cc2c(c1N)OB1Oc3c(cc([N+](=O)[O-])c(C(C)(C)C)c3N)N12,-1525.35102,7.7367,18731.8478,3120.394,-1525.52532376,0.480857,-1525.380374,-1525.438641,0.393236,-1525.350076,0.481801,0.0,1.0,9.1414,0.14929,17498.5531,0.12024,-0.26953,-0.02905,441.2495,3744.472,1.0,56.0,0.451503
CC(C)(C)c1c([N+](=O)[O-])cc2c(c1N)O[BH-]1Oc3c(cc([N+](=O)[O-])c(C(C)(C)C)c3N)N12,-1526.007392,7.8608,16594.4886,3210.998,-1526.20829095,0.488389,-1526.037132,-1526.096434,0.399348,-1526.006448,0.489333,-1.0,1.0,3.7566,0.022675,17737.2912,0.098615,-0.12129,0.07594,442.2574,3470.473,1.0,57.0,0.45865
CC(C)(C)c1c2c(cc(Cl)c1C(F)(F)F)N1B(O2)Oc2c1cc(Cl)c(C(F)(F)F)c2C(C)(C)C,-2598.882152,2.9151,22047.3325,3203.035,-2599.07535273,0.432893,-2598.913177,-2598.974725,0.340321,-2598.881208,0.433837,0.0,1.0,4.3786,0.15903499999999998,20888.2905,0.126355,-0.28539,-0.03268,526.1119,3074.914,1.0,54.0,0.401868
CC(C)(C)c1cc(F)cc2c1OB1Oc3c(cc(F)cc3C(C)(C)C)N12,-1204.351163,1.9556,11501.9268,2831.912,-1204.63123282,0.417602,-1204.374381,-1204.425159,0.343607,-1204.350219,0.418546,0.0,1.0,1.5498,0.12674,11339.8654,0.13495,-0.26169,0.00821,357.2061,2603.071,1.0,48.0,0.394384
CC(C)(C)c1cc2c(c(Br)c1Cl)OB1Oc3c(cc(C(C)(C)C)c(Cl)c3Br)N12,-7067.433192,4.3713,21311.1588,3915.409,-7067.65019849,0.398587,-7067.46018,-7067.518025,0.313754,-7067.432247,0.399531,0.0,1.0,4.7584,0.138655,20263.5643,0.12897499999999998,-0.26763,-0.00968,547.9075,3295.146,1.0,48.0,0.371598
CC(C)(C)c1cc2c(c(Br)c1Cl)O[BH-]1Oc3c(cc(C(C)(C)C)c(Cl)c3Br)N12,-7068.08525,6.2042,18955.3353,3741.268,-7068.35053496,0.406324,-7068.112616,-7068.171498,0.320076,-7068.084306,0.407268,-1.0,1.0,6.8738,-0.006025000000000003,21182.7856,0.122665,-0.11664,0.12869,548.9154,3585.382,1.0,49.0,0.378959
CC(C)(C)c1cc2c(c(C(C)(C)C)c1O)OB1Oc3c(cc(C(C)(C)C)c(O)c3C(C)(C)C)N12,-1470.380734,3.2077,19867.382,4113.33,-1470.86571508,0.683671,-1470.415721,-1470.480017,0.584388,-1470.37979,0.684616,0.0,1.0,2.8793,0.098105,18644.2365,0.128465,-0.22657,0.03036,465.4383,3631.299,1.0,74.0,0.648684
CC(C)(C)c1cc2c(c(C(C)(C)C)c1O)O[BH-]1Oc3c(cc(C(C)(C)C)c(O)c3C(C)(C)C)N12,-1471.015724,3.3085,17801.5492,3428.731,-1471.4923233,0.690991,-1471.050841,-1471.115011,0.591704,-1471.01478,0.691935,-1.0,1.0,5.8462,-0.03960999999999999,18935.484,0.12443,-0.08482,0.16404,466.4462,4206.382,1.0,75.0,0.655874
CC(C)(C)c1cc2c(c(C(F)(F)F)c1)OB1Oc3c(cc(C(C)(C)C)cc3C(F)(F)F)N12,-1679.77748,6.3771,17499.6802,3274.577,-1680.04267022,0.44988,-1679.80651,-1679.867666,0.359694,-1679.776536,0.450825,0.0,1.0,5.6664,0.13737000000000002,16681.182,0.13186,-0.26923,-0.00551,457.2217,3274.577,1.0,54.0,0.42085
CC(C)(C)c1cc2c(c(C(F)(F)F)c1N)OB1Oc3c(cc(C(C)(C)C)c(N)c3C(F)(F)F)N12,-1790.384442,6.7592,19432.2563,3046.245,-1790.66476917,0.487649,-1790.415929,-1790.477537,0.394554,-1790.383498,0.488593,0.0,1.0,4.3755,0.11013,18663.844,0.12018999999999999,-0.23032,0.01006,487.2509,3253.271,1.0,58.0,0.456162
CC(C)(C)c1cc2c(c(C(F)(F)F)c1N)O[BH-]1Oc3c(cc(C(C)(C)C)c(N)c3C(F)(F)F)N12,-1791.02832,4.9979,17393.9349,3802.31,-1791.35033633,0.494589,-1791.060345,-1791.124167,0.398742,-1791.027376,0.495533,-1.0,1.0,6.8614,-0.008965,18749.9317,0.119285,-0.11032,0.12825,488.2588,2991.982,1.0,59.0,0.462563
CC(C)(C)c1cc2c(c(O)c1[N+](=O)[O-])OB1Oc3c(cc(C(C)(C)C)c([N+](=O)[O-])c3O)N12,-1565.103411,1.1952,17619.3191,3123.436,-1565.2509036,0.454767,-1565.132649,-1565.19097,0.367208,-1565.102467,0.455711,0.0,1.0,4.9337,0.15624000000000002,17209.8496,0.12719,-0.28343,-0.02905,443.2191,3123.436,1.0,54.0,0.425528
CC(C)(C)c1cc2c(c(O)c1[N+](=O)[O-])O[BH-]1Oc3c(cc(C(C)(C)C)c([N+](=O)[O-])c3O)N12,-1565.763837,9.1665,15549.634,3041.83,-1565.96980868,0.4626,-1565.793008,-1565.851953,0.374484,-1565.762893,0.463544,-1.0,1.0,8.8918,0.03652999999999999,17202.3193,0.0878,-0.12433,0.05127,444.227,3406.85,1.0,55.0,0.433429
CC(C)(C)c1cc2c(c([N+](=O)[O-])c1N)OB1Oc3c(cc(C(C)(C)C)c(N)c3[N+](=O)[O-])N12,-1525.351047,15.1638,16941.0323,3271.987,-1525.56072412,0.480893,-1525.380373,-1525.44018,0.39176,-1525.350103,0.481837,0.0,1.0,8.6793,0.141405,16699.5889,0.100505,-0.24191,-0.0409,441.2495,3422.078,1.0,56.0,0.451567
CC(C)(C)c1cc2c(c([N+](=O)[O-])c1N)O[BH-]1Oc3c(cc(C(C)(C)C)c(N)c3[N+](=O)[O-])N12,-1526.009377,17.2193,15191.0679,3120.936,-1526.23987785,0.488874,-1526.038897,-1526.098317,0.399933,-1526.008433,0.489818,-1.0,1.0,11.0445,0.017884999999999998,15364.972,0.093775,-0.11166,0.07589,442.2574,2873.733,1.0,57.0,0.459353
CC(C)(C)c1cc2c(cc1Br)OB1Oc3cc(Br)c(C(C)(C)C)cc3N12,-6148.295576,2.1443,19122.5782,2888.367,-6148.54423378,0.415409,-6148.319831,-6148.373619,0.337366,-6148.294632,0.416353,0.0,1.0,2.1496,0.12897,18034.7755,0.12855999999999998,-0.25753,-0.00041,479.0173,3295.701,1.0,48.0,0.391154
CC(C)(C)c1cc2c(cc1C#N)N1B(O2)Oc2cc(C(C)(C)C)c(C#N)cc21,-1190.343826,7.2811,15561.2278,2767.969,-1190.60175592,0.433209,-1190.368844,-1190.422623,0.354412,-1190.342882,0.434153,0.0,1.0,5.7904,0.148215,14897.0171,0.128285,-0.2765,-0.01993,371.2447,2890.99,1.0,50.0,0.408191
CC(C)(C)c1cc2c(cc1F)N1B(O2)Oc2cc(C(C)(C)C)c(F)cc21,-1204.34791,0.7698,14275.4839,2356.047,-1204.59574858,0.417731,-1204.370924,-1204.42141,0.344231,-1204.346966,0.418675,0.0,1.0,0.8799,0.12391999999999999,13841.3193,0.13177,-0.25569,0.00785,357.2061,3049.002,1.0,48.0,0.394716
CC(C)(C)c1cc2c(cc1F)N1[BH-](O2)Oc2cc(C(C)(C)C)c(F)cc21,-1204.976095,3.6644,12693.8513,2936.136,-1205.27035908,0.424927,-1204.999543,-1205.051376,0.349645,-1204.97515,0.425871,-1.0,1.0,3.6779,-0.029535000000000006,13575.3126,0.123425,-0.09389,0.15296,358.214,3217.256,1.0,49.0,0.401478
CC(C)(C)c1cc2c(cc1F)OB1Oc3cc(F)c(C(C)(C)C)cc3N12,-1204.346948,1.6967,12026.9334,2886.932,-1204.59004476,0.417593,-1204.370041,-1204.420844,0.343697,-1204.346004,0.418537,0.0,1.0,1.1551,0.11816499999999999,11548.6664,0.133595,-0.25176,0.01543,357.2061,2973.539,1.0,48.0,0.3945
CC(C)(C)c1cc2c(cc1O)N1B(O2)Oc2cc(C(C)(C)C)c(O)cc21,-1156.290157,3.0701,14352.2856,2775.63,-1156.54926707,0.443103,-1156.314076,-1156.365258,0.368003,-1156.289213,0.444048,0.0,1.0,2.1274,0.113855,13566.8593,0.129465,-0.24332,0.01561,353.2239,2831.704,1.0,50.0,0.419184
CC(C)(C)c1ccc2c(c1O)OB1Oc3c(ccc(C(C)(C)C)c3O)N12,-1156.294901,0.0542,14261.6999,2487.506,-1156.5981993,0.443791,-1156.318636,-1156.369581,0.369111,-1156.293956,0.444735,0.0,1.0,0.4922,0.11334999999999999,14225.2577,0.13631,-0.24966,0.02296,353.2239,2791.535,1.0,50.0,0.420056
CN(C)c1c(Br)c(N)cc2c1OB1Oc3c(cc(N)c(Br)c3N(C)C)N12,-6212.464918,3.5391,18548.0685,2655.915,-6212.6810458,0.368993,-6212.489826,-6212.544628,0.289283,-6212.463974,0.369938,0.0,1.0,4.4101,0.11506999999999999,18769.806,0.12621,-0.24128,0.01114,482.9685,3266.057,1.0,44.0,0.344086
CN(C)c1c(Br)c(N)cc2c1O[BH-]1Oc3c(cc(N)c(Br)c3N(C)C)N12,-6213.097441,2.2853,16538.8261,3245.17,-6213.34880212,0.376819,-6213.122849,-6213.179232,0.295028,-6213.096497,0.377763,-1.0,1.0,3.4836,-0.027004999999999994,18333.2047,0.12085499999999999,-0.09385,0.14786,483.9764,3095.967,1.0,45.0,0.351412
CN(C)c1c(C#N)c(C(F)(F)F)cc2c1OB1Oc3c(cc(C(F)(F)F)c(C#N)c3N(C)C)N12,-1817.736352,9.9473,18792.6471,3192.937,-1817.92167044,0.368131,-1817.766705,-1817.828941,0.275542,-1817.735408,0.369076,0.0,1.0,5.9317,0.15966,17449.1447,0.11539,-0.27505,-0.04427,481.1633,3252.066,1.0,48.0,0.337779
CN(C)c1c(C#N)cc2c(c1O)OB1Oc3c(cc(C#N)c(N(C)C)c3O)N12,-1294.251133,10.0852,14320.9783,2569.427,-1294.61094967,0.361105,-1294.276692,-1294.332045,0.280193,-1294.250189,0.362049,0.0,1.0,7.6838,0.13603,14452.7121,0.12052,-0.25655,-0.01551,377.1655,2919.804,1.0,44.0,0.335546
CN(C)c1c(C#N)cc2c(c1[N+](=O)[O-])OB1Oc3c(cc(C#N)c(N(C)C)c3[N+](=O)[O-])N12,-1552.691768,3.8119,17414.1912,2710.124,-1552.92163676,0.361323,-1552.720066,-1552.780345,0.272746,-1552.690824,0.362267,0.0,1.0,1.5042,0.161845,17420.5712,0.104685,-0.26653,-0.05716,435.1619,3004.703,1.0,46.0,0.333025
CN(C)c1c(C#N)cc2c(c1[N+](=O)[O-])O[BH-]1Oc3c(cc(C#N)c(N(C)C)c3[N+](=O)[O-])N12,-1553.374976,5.8187,15516.1265,3112.648,-1553.5520109,0.36911,-1553.403383,-1553.463063,0.281023,-1553.374032,0.370054,-1.0,1.0,5.641,0.0417,16443.7147,0.10123,-0.14293,0.05953,436.1698,3721.644,1.0,47.0,0.340703
CN(C)c1c(C(F)(F)F)cc2c(c1C(F)(F)F)OB1Oc3c(cc(C(F)(F)F)c(N(C)C)c3C(F)(F)F)N12,-2307.152997,10.1281,23773.0252,3059.112,-2307.35620233,0.384162,-2307.186671,-2307.252921,0.284239,-2307.152053,0.385106,0.0,1.0,1.2957,0.15083000000000002,22702.6444,0.12378000000000002,-0.27461,-0.02705,567.1403,3331.706,1.0,52.0,0.350489
CN(C)c1c(Cl)c(Br)cc2c1OB1Oc3c(cc(Br)c(Cl)c3N(C)C)N12,-7020.978148,4.686,19108.0394,2844.366,-7021.1625506,0.315102,-7021.00281,-7021.059008,0.234242,-7020.977204,0.316046,0.0,1.0,3.7821,0.135695,18499.4936,0.128905,-0.2646,-0.00679,521.8295,2652.179,1.0,40.0,0.29044
CN(C)c1c(Cl)c(F)cc2c1OB1Oc3c(cc(F)c(Cl)c3N(C)C)N12,-2077.022026,4.9575,13605.8797,2832.3,-2077.1892196,0.317982,-2077.04546,-2077.098231,0.241777,-2077.021082,0.318926,0.0,1.0,2.4469,0.13301500000000002,13430.8578,0.128605,-0.26162,-0.00441,400.0183,3011.182,1.0,40.0,0.294547
CN(C)c1c(N)ccc2c1OB1Oc3c(ccc(N)c3N(C)C)N12,-1070.084882,0.684,9841.5094,2142.759,-1070.30730349,0.38658,-1070.106338,-1070.155464,0.315999,-1070.083938,0.387524,0.0,1.0,1.3135,0.08635499999999999,10312.0879,0.126805,-0.21316,0.04045,325.1763,2486.658,1.0,44.0,0.365124
CN(C)c1c(N)ccc2c1O[BH-]1Oc3c(ccc(N)c3N(C)C)N12,-1070.708894,3.0157,8646.3535,3152.09,-1070.94408582,0.393788,-1070.730914,-1070.78144,0.321243,-1070.70795,0.394733,-1.0,1.0,4.5968,-0.049515,9582.2981,0.125305,-0.07579,0.17482,326.1842,2613.271,1.0,45.0,0.371769
CN(C)c1c(O)c(C#N)cc2c1OB1Oc3c(cc(C#N)c(O)c3N(C)C)N12,-1294.256603,7.3342,13114.437,2393.185,-1294.61743487,0.361473,-1294.281821,-1294.336202,0.281873,-1294.255658,0.362417,0.0,1.0,5.0628,0.136245,13098.971,0.11852499999999999,-0.25477,-0.01772,377.1655,2568.296,1.0,44.0,0.336254
CN(C)c1c(O)c(C#N)cc2c1O[BH-]1Oc3c(cc(C#N)c(O)c3N(C)C)N12,-1294.912933,5.8919,11861.388,2855.429,-1295.14249465,0.369241,-1294.938291,-1294.993555,0.288619,-1294.911989,0.370185,-1.0,1.0,4.5916,0.0033100000000000004,12921.3822,0.11418,-0.11749,0.11087,378.1734,2824.391,1.0,45.0,0.343883
CN(C)c1c(O)cc2c(c1C(C)(C)C)OB1Oc3c(cc(O)c(N(C)C)c3C(C)(C)C)N12,-1423.921322,4.3427,18559.2218,3493.446,-1424.28980728,0.59913,-1423.953685,-1424.014388,0.506064,-1423.920378,0.600074,0.0,1.0,3.0068,0.1145,17809.757,0.12915000000000001,-0.24365,0.01465,439.3603,3554.201,1.0,66.0,0.566768
CN(C)c1c(O)cc2c(c1C(C)(C)C)O[BH-]1Oc3c(cc(O)c(N(C)C)c3C(C)(C)C)N12,-1424.548263,5.4012,16748.513,4118.004,-1424.99835925,0.60613,-1424.580953,-1424.642636,0.511758,-1424.547319,0.607074,-1.0,1.0,5.4374,-0.030774999999999997,18036.3795,0.12060499999999999,-0.08983,0.15138,440.3682,3752.697,1.0,67.0,0.57344
CN(C)c1c(O)cc2c(c1O)OB1Oc3c(cc(O)c(N(C)C)c3O)N12,-1260.202278,2.9528,12944.7421,2721.841,-1260.36091143,0.371744,-1260.2261,-1260.278219,0.295804,-1260.201334,0.372689,0.0,1.0,3.4164,0.104685,12893.9995,0.127605,-0.23229,0.02292,359.1447,2555.198,1.0,44.0,0.347923
CN(C)c1c(O)ccc2c1OB1Oc3c(ccc(O)c3N(C)C)N12,-1109.817933,3.9606,10096.5656,2344.211,-1110.01754019,0.360001,-1109.839643,-1109.889582,0.288351,-1109.816988,0.360945,0.0,1.0,3.0995,0.09886,10272.0768,0.12908,-0.22794,0.03022,327.1459,2209.487,1.0,42.0,0.33829
CN(C)c1c(O)ccc2c1O[BH-]1Oc3c(ccc(O)c3N(C)C)N12,-1110.459207,4.7929,8671.3597,2597.218,-1110.7191142,0.367972,-1110.480704,-1110.530593,0.296586,-1110.458263,0.368916,-1.0,1.0,1.6396,-0.04467499999999999,9539.7221,0.127135,-0.08246,0.17181,328.1538,2407.838,1.0,43.0,0.346475
CN(C)c1c2c(cc(C(C)(C)C)c1[N+](=O)[O-])N1B(O2)Oc2c1cc(C(C)(C)C)c([N+](=O)[O-])c2N(C)C,-1682.38495,0.7873,21415.0067,4021.441,-1682.70454804,0.600018,-1682.420283,-1682.486238,0.49873,-1682.384005,0.600963,0.0,1.0,2.8489,0.14926,20537.4648,0.12714999999999999,-0.27641,-0.02211,497.3567,3796.24,1.0,68.0,0.564685
CN(C)c1c2c(cc(C(C)(C)C)c1[N+](=O)[O-])N1[BH-](O2)Oc2c1cc(C(C)(C)C)c([N+](=O)[O-])c2N(C)C,-1683.036288,8.8052,19037.3407,4137.79,-1683.37972923,0.607607,-1683.071741,-1683.137896,0.506,-1683.035344,0.608551,-1.0,1.0,7.0616,0.024274999999999998,20742.3237,0.09390499999999999,-0.11818,0.06963,498.3646,3870.836,1.0,69.0,0.572154
CN(C)c1c2c(cc([N+](=O)[O-])c1C(C)(C)C)N1B(O2)Oc2c1cc([N+](=O)[O-])c(C(C)(C)C)c2N(C)C,-1682.367211,7.4097,22106.1849,3624.39,-1682.67001647,0.599839,-1682.402158,-1682.466971,0.500078,-1682.366267,0.600783,0.0,1.0,8.6304,0.15464,19956.873,0.12259999999999999,-0.27724,-0.03204,497.3567,3723.237,1.0,68.0,0.564891
CN(C)c1c2c(cc([N+](=O)[O-])c1C(C)(C)C)N1[BH-](O2)Oc2c1cc([N+](=O)[O-])c(C(C)(C)C)c2N(C)C,-1683.028659,9.1088,19612.9612,4315.7,-1683.33741761,0.607658,-1683.063604,-1683.12857,0.507746,-1683.027714,0.608602,-1.0,1.0,4.5756,0.026725,21272.9306,0.100905,-0.12763,0.07418,498.3646,4173.032,1.0,69.0,0.572712
CN(C)c1c2c(cc([N+](=O)[O-])c1C(F)(F)F)N1B(O2)Oc2c1cc([N+](=O)[O-])c(C(F)(F)F)c2N(C)C,-2042.122728,9.5814,21808.9402,2792.343,-2042.26271266,0.377989,-2042.153973,-2042.21658,0.284138,-2042.121784,0.378934,0.0,1.0,9.0464,0.164495,20724.9119,0.11291499999999999,-0.27741,-0.05158,521.1389,3162.756,1.0,50.0,0.346744
CN(C)c1c2c(cc([N+](=O)[O-])c1C(F)(F)F)N1[BH-](O2)Oc2c1cc([N+](=O)[O-])c(C(F)(F)F)c2N(C)C,-2042.795456,10.445,19461.9369,3354.59,-2042.97313393,0.385504,-2042.826852,-2042.890362,0.290597,-2042.794511,0.386448,-1.0,1.0,5.8297,0.042554999999999996,21348.2277,0.100095,-0.14265,0.05754,522.1468,3897.714,1.0,51.0,0.354107
CN(C)c1cc(C(C)(C)C)cc2c1OB1Oc3c(N(C)C)cc(C(C)(C)C)cc3N12,-1273.569881,1.0926,15992.8666,3369.949,-1273.97565339,0.588649,-1273.600015,-1273.659737,0.498793,-1273.568937,0.589593,0.0,1.0,1.2582,0.10554,14804.6004,0.13279,-0.23833,0.02725,407.3615,3855.999,1.0,64.0,0.558515
CN(C)c1cc(C(F)(F)F)cc2c1OB1Oc3c(N(C)C)cc(C(F)(F)F)cc3N12,-1633.320396,6.3329,15517.6929,3112.848,-1633.5285944,0.367763,-1633.346667,-1633.405221,0.282938,-1633.319452,0.368707,0.0,1.0,4.0711,0.128,14736.8682,0.13527,-0.26327,0.00727,431.1437,2421.104,1.0,46.0,0.341491
CN(C)c1cc(C(F)(F)F)cc2c1O[BH-]1Oc3c(N(C)C)cc(C(F)(F)F)cc3N12,-1633.963811,2.9938,13836.8955,3600.063,-1634.19593103,0.374774,-1633.990226,-1634.049268,0.289318,-1633.962867,0.375718,-1.0,1.0,1.6299,-0.014769999999999998,14395.8488,0.12578999999999999,-0.11102,0.14056,432.1516,3150.055,1.0,47.0,0.34836
CN(C)c1cc(Cl)c2c(c1)N1B(O2)Oc2c(Cl)cc(N(C)C)cc21,-1878.60772,8.0717,11830.0773,2572.528,-1878.81554485,0.332911,-1878.62938,-1878.680923,0.259709,-1878.606776,0.333856,0.0,1.0,5.3086,0.12251,11869.3059,0.1298,-0.25231,0.00729,364.0373,2809.082,1.0,40.0,0.311251
CN(C)c1cc(Cl)c2c(c1)N1[BH-](O2)Oc2c(Cl)cc(N(C)C)cc21,-1879.244758,8.1896,10718.9481,2527.431,-1879.49394883,0.340219,-1879.266414,-1879.318025,0.266952,-1879.243813,0.341163,-1.0,1.0,9.0984,-0.024814999999999997,12135.4584,0.125155,-0.10034,0.14997,365.0452,2527.431,1.0,41.0,0.318563
CN(C)c1cc(O)c2c(c1)N1B(O2)Oc2c(O)cc(N(C)C)cc21,-1109.830374,3.8908,9945.2052,2793.787,-1110.05218212,0.360799,-1109.851958,-1109.902239,0.288934,-1109.82943,0.361743,0.0,1.0,1.9506,0.10611999999999999,9816.5232,0.13294,-0.23906,0.02682,327.1459,2447.89,1.0,42.0,0.339215
CN(C)c1cc(O)c2c(c1)N1[BH-](O2)Oc2c(O)cc(N(C)C)cc21,-1110.460784,5.2439,9115.6707,2608.446,-1110.66759998,0.367933,-1110.482239,-1110.532584,0.296133,-1110.45984,0.368877,-1.0,1.0,6.6187,-0.04301,9918.4334,0.13153,-0.08852,0.17454,328.1538,2721.857,1.0,43.0,0.346478
CN(C)c1cc2c(c(Br)c1C#N)OB1Oc3c(cc(N(C)C)c(C#N)c3Br)N12,-6286.253223,10.8129,18928.1698,3439.338,-6286.45519396,0.33301,-6286.279085,-6286.336753,0.24948,-6286.252279,0.333954,0.0,1.0,3.7642,0.17066,19161.866,0.12066000000000002,-0.29132,-0.05,502.9589,2973.594,1.0,42.0,0.307148
CN(C)c1cc2c(c(Br)c1C#N)O[BH-]1Oc3c(cc(N(C)C)c(C#N)c3Br)N12,-6286.922262,5.9587,16687.691,3132.166,-6287.13554174,0.341271,-6286.948058,-6287.005726,0.257807,-6286.921318,0.342216,-1.0,1.0,7.3392,0.02187999999999999,18729.0034,0.10627,-0.12815,0.08439,503.9668,3590.532,1.0,43.0,0.315475
CN(C)c1cc2c(c(C#N)c1N(C)C)OB1Oc3c(cc(N(C)C)c(N(C)C)c3C#N)N12,-1411.523971,12.0462,17925.5474,3554.803,-1411.86591684,0.506799,-1411.554968,-1411.615928,0.414842,-1411.523027,0.507743,0.0,1.0,8.9822,0.12739,17483.2512,0.11085,-0.23824,-0.01654,431.3031,3848.319,1.0,58.0,0.475802
CN(C)c1cc2c(c(C(F)(F)F)c1C(C)(C)C)OB1Oc3c(cc(N(C)C)c(C(C)(C)C)c3C(F)(F)F)N12,-1947.369465,7.1234,24214.3884,4072.415,-1947.73241672,0.605764,-1947.40594,-1947.472099,0.50313,-1947.368521,0.606708,0.0,1.0,6.1809,0.137465,22166.7488,0.123645,-0.26111,-0.01382,543.3581,4279.487,1.0,70.0,0.569288
CN(C)c1cc2c(c(F)c1Cl)OB1Oc3c(cc(N(C)C)c(Cl)c3F)N12,-2077.010125,6.6197,13895.0352,2573.508,-2077.19614735,0.318023,-2077.03362,-2077.086988,0.24116,-2077.009181,0.318967,0.0,1.0,5.3512,0.1325,13385.3625,0.12947999999999998,-0.26198,-0.00302,400.0183,3056.041,1.0,40.0,0.294528
CN(C)c1cc2c(c([N+](=O)[O-])c1F)OB1Oc3c(cc(N(C)C)c(F)c3[N+](=O)[O-])N12,-1566.679402,11.082,14795.8007,2694.862,-1566.79263433,0.346181,-1566.705401,-1566.761823,0.26376,-1566.678458,0.347126,0.0,1.0,8.4921,0.157595,14478.1151,0.11202500000000001,-0.26962,-0.04557,421.1233,2748.759,1.0,44.0,0.320182
CN(C)c1cc2c(c([N+](=O)[O-])c1F)O[BH-]1Oc3c(cc(N(C)C)c(F)c3[N+](=O)[O-])N12,-1567.343182,16.5229,13503.8135,3373.492,-1567.49721964,0.353648,-1567.369474,-1567.426913,0.269917,-1567.342238,0.354592,-1.0,1.0,15.6046,0.024990000000000005,14762.787,0.10102,-0.12601,0.07603,422.1312,2831.324,1.0,45.0,0.327356
CN(C)c1cc2c(cc1Br)OB1Oc3cc(Br)c(N(C)C)cc3N12,-6101.834691,4.0085,17296.2337,2774.414,-6102.02037593,0.331854,-6101.856656,-6101.909219,0.257326,-6101.833747,0.332798,0.0,1.0,2.2724,0.12642,15914.9254,0.12658,-0.253,0.00016,452.9393,2774.414,1.0,40.0,0.309889
CN(C)c1cc2c(cc1Br)O[BH-]1Oc3cc(Br)c(N(C)C)cc3N12,-6102.47504,6.3926,15222.7155,3420.097,-6102.67796251,0.339352,-6102.49729,-6102.550382,0.26401,-6102.474096,0.340296,-1.0,1.0,6.1633,-0.021399999999999995,16745.3368,0.12351999999999999,-0.10212,0.14492,453.9472,3189.529,1.0,41.0,0.317103
CN(C)c1cc2c(cc1Cl)N1B(O2)Oc2cc(N(C)C)c(Cl)cc21,-1878.607415,2.4064,13250.9242,2365.884,-1878.80042651,0.332332,-1878.62869,-1878.678967,0.26078,-1878.606471,0.333276,0.0,1.0,0.9294,0.116395,12684.6085,0.125635,-0.24203,0.00924,364.0373,2673.141,1.0,40.0,0.311057
CN(C)c1cc2c(cc1O)N1B(O2)Oc2cc(N(C)C)c(O)cc21,-1109.831139,0.8273,11594.5805,2879.788,-1110.01414969,0.359954,-1109.852618,-1109.903757,0.287335,-1109.830194,0.360898,0.0,1.0,0.5965,0.11423000000000001,11270.7787,0.12990000000000002,-0.24413,0.01567,327.1459,2152.851,1.0,42.0,0.338475
CN(C)c1cc2c(cc1O)OB1Oc3cc(O)c(N(C)C)cc3N12,-1109.820396,2.0212,10598.8879,2589.79,-1110.03510305,0.359595,-1109.842182,-1109.892909,0.287082,-1109.819451,0.36054,0.0,1.0,0.9739,0.10250000000000001,10343.1652,0.13105,-0.23355,0.02855,327.1459,2749.983,1.0,42.0,0.337809
CN(C)c1ccc2c(c1)N1B(O2)Oc2ccc(N(C)C)cc21,-959.456686,6.1117,8484.782,2033.901,-959.641512244,0.34974,-959.475722,-959.523247,0.283179,-959.455741,0.350685,0.0,1.0,2.4142,0.10346999999999999,8403.0144,0.12721,-0.23068,0.02374,295.1471,2088.138,1.0,40.0,0.330704
CN(C)c1ccc2c(c1)OB1Oc3cc(N(C)C)ccc3N12,-959.456079,2.0929,10328.9753,2443.696,-959.660428239,0.349832,-959.4751,-959.522647,0.283264,-959.455134,0.350776,0.0,1.0,1.9649,0.08957999999999999,9490.0737,0.12437000000000001,-0.21395,0.03479,295.1471,2665.85,1.0,40.0,0.33081
CN(C)c1ccc2c(c1C#N)OB1Oc3c(ccc(N(C)C)c3C#N)N12,-1143.881573,11.2988,12809.8405,2750.882,-1144.09580732,0.350611,-1143.904194,-1143.955844,0.276341,-1143.880629,0.351555,0.0,1.0,9.0859,0.135715,12529.0088,0.11354500000000001,-0.24926,-0.02217,345.1667,2750.882,1.0,42.0,0.32799
CN(C)c1ccc2c(c1C#N)O[BH-]1Oc3c(ccc(N(C)C)c3C#N)N12,-1144.534672,10.6526,11363.3306,2648.31,-1144.77774175,0.358058,-1144.557448,-1144.609416,0.283314,-1144.533728,0.359002,-1.0,1.0,9.6123,0.0038650000000000004,12610.129,0.11318500000000001,-0.11705,0.10932,346.1746,2555.927,1.0,43.0,0.335282
CN(C)c1ccc2c(c1Cl)OB1Oc3c(ccc(N(C)C)c3Cl)N12,-1878.603111,5.7504,13114.7293,3216.802,-1878.81017449,0.332715,-1878.624399,-1878.674605,0.26122,-1878.602166,0.333659,0.0,1.0,5.4071,0.115705,13185.4022,0.125785,-0.24149,0.01008,364.0373,2637.198,1.0,40.0,0.311427
CN(C)c1ccc2c(c1N(C)C)OB1Oc3c(ccc(N(C)C)c3N(C)C)N12,-1227.094377,1.4005,15075.8753,3488.772,-1227.4281581,0.505251,-1227.121948,-1227.178348,0.42128,-1227.093433,0.506196,0.0,1.0,1.4577,0.092055,15044.0862,0.12526500000000002,-0.21732,0.03321,381.2835,3168.968,1.0,56.0,0.47768
